,comment,Username,time,like,IDIndex,platform
229,这个解释你还是写在课本上吧,越狱牛仔,2023/12/9 13:23,1,2,bilibili
230,凤凰网经典肉喇叭,喵麦皮,2023/12/7 20:52,1,2,bilibili
231,再加一吨洗涤剂，使劲洗,小猪不在请叫猪头,2023/12/9 3:12,1,2,bilibili
232,哈哈哈，评论都给我吞了,霁月yousa,2023/12/8 11:30,1,2,bilibili
233,说的好，建议上春晚,窝没有什么嘤嘤魔杖,2023/12/8 16:24,1,2,bilibili
234,凤凰变味了,冕蜡嘴鹀,2023/12/7 18:56,1,2,bilibili
235,解释了你就要信,猪哥踟躇,2023/12/8 20:24,1,2,bilibili
236,我不信,究极吃瓜看戏乐子人,2023/12/8 18:27,1,2,bilibili
237,朱高燧：狂妄！,作业写完没否,2023/12/8 12:09,1,2,bilibili
238,你看我信吗？,或许丶想得太多,2023/12/9 18:19,1,2,bilibili
239,真好 真幸福,晓看天色星河归秋,2023/12/8 14:21,1,2,bilibili
240,凤凰网真硬啊,甜甜的哈哈哈哈哈密瓜,2023/12/7 19:18,1,2,bilibili
241,五月天：6,啧啧啧珠子,2023/12/11 15:32,1,2,bilibili
242,不是普通人,偷偷看片儿,2023/12/8 12:37,1,2,bilibili
243,搞事媒体,fgjiygvgfgbbjuu,2023/12/10 15:15,1,2,bilibili
244,阶级敌人,南若北,2023/12/10 10:02,1,2,bilibili
245,哈哈哈哈,把球传给3号,2023/12/9 10:19,1,2,bilibili
246,开始洗了,SeanJordan,2023/12/8 20:25,1,2,bilibili
247,越描越黑,凡尼到永生,2023/12/8 12:36,1,2,bilibili
248,我不信,心中月亮地,2023/12/8 20:05,1,2,bilibili
249,差评,叫我杨大强,2023/12/9 9:39,1,2,bilibili
250,黑,孤舟凌波,2023/12/10 14:20,1,2,bilibili
251,但愿如此吧，时间问题罢了,传说级别的痛苦,2023/12/6 20:59,1,2,bilibili
252,人民何时才能真正翻身？,爱吃樱桃的小熊猫,2023/12/8 9:34,1,2,bilibili
253,都包机了 去哪不都差不多嘛,不要太独特,2023/12/8 8:39,1,2,bilibili
254,哈哈哈，我信了,铃仙铃,2023/12/10 10:52,1,2,bilibili
255,活着,狂宕三世,2023/12/9 16:03,1,2,bilibili
256,我建议推了！,封茗子阳,2023/12/11 16:28,1,2,bilibili
257,为什么不说是什么职位？,王牌贱谍果果,2023/12/10 15:06,1,2,bilibili
258,呵呵,粉黑粉黑的,2023/12/10 19:58,1,2,bilibili
259,辟谣了，工薪家庭，家里困难，上学期间接受过补助。,阴间三剑客,2023/12/10 23:04,1,2,bilibili
260,我可能不了解事实真相，但我了解中国。我又不是第一天当中国人。,显卡又炸了,2023/12/9 19:13,1,2,bilibili
261,权力的游戏,黑布林1314,2023/12/9 22:46,1,2,bilibili
262,这么爽的人生下辈子换我来当行不行,cccccXX077,2023/12/13 22:06,1,2,bilibili
263,啥也没说，又什么都说了,Rukxx,2023/12/11 20:38,1,2,bilibili
264,@央视新闻 @中国警察网 @联合国,龘遊,2023/12/10 0:48,1,2,bilibili
265,哈哈哈,mwl8492,2023/12/9 7:15,1,2,bilibili
266,对对对，小姑姑是普通退休职工,逝去的__青春,2023/12/10 10:19,1,2,bilibili
267,都辟谣了，应该是真的了,大头猫小米饼,2023/12/14 7:27,1,2,bilibili
268,我是秦始皇,想用开水泡你,2023/12/11 21:13,1,2,bilibili
269,那她姑姑到底是干嘛的,暧昧的性,2023/12/10 20:28,1,2,bilibili
270,你说是那就是，不反驳,时间尚早别睁开眼睛,2023/12/9 10:07,1,2,bilibili
271,幽默,独善其身CH6,2023/12/14 11:46,1,2,bilibili
272,这是谣言,XinI_,2023/12/11 12:32,1,2,bilibili
273,搁这用排除法呢,落榜洪秀全,2023/12/14 2:43,1,2,bilibili
274,所以小姑姑是？,法治若鱼,2023/12/9 19:15,1,2,bilibili
275,辟谣就是承认,狸花之君,2023/12/9 18:26,1,2,bilibili
276,这才是谣言,画间步,2023/12/14 22:52,1,2,bilibili
277,造谣不抓？,aof82497,2023/12/10 1:11,1,2,bilibili
278,盲人摸象,汽油official,2023/12/9 10:06,1,2,bilibili
279,nb,和你一起过家家-,2023/12/11 13:16,1,2,bilibili
280,幽默,bili_61735690454,2023/12/10 22:40,1,2,bilibili
281,呵呵,星衍元,2023/12/9 6:31,1,2,bilibili
282,6,小喵的守护骑士,2023/12/13 16:31,1,2,bilibili
283,为什么没回应呢，因为回应无非三种，所以这事情其实和你想的一样，倒不如好好过好自己的日子得了,妙龄少女八云紫,2023/12/6 20:40,10,2,bilibili
284,这么“正能量”的事情，b站怎么搜不到啊，不应该大力宣传和弘扬的么,FZpro君,2023/12/14 17:48,10,2,bilibili
285,行吧。回头旅游去阿里看看去。这年头儿媒体把正经工人贬低成“打工人”，把不像工人的称为工人。普通工人家庭要是真能做到视频里那样，怕不是我们早已经跳过了社会主义初级阶段了。,HCBili,2023/12/6 20:07,10,2,bilibili
286,不是说造谣吗，这么有正当性怎么现在视频全没了啊,梦揽星河入怀,2023/12/6 21:30,10,2,bilibili
287,现在已经全网降热度了捏 有点像�� 傻孩子们 快跑吧,幸好迅哥生得早,2023/12/7 12:02,10,2,bilibili
288,我无意点开这个视频，希望有关部门不要清算我,肥肉驾驭者,2023/12/7 17:01,10,2,bilibili
289,为什么下架视频？越怕越说明有问题,红色的中国球,2023/12/9 0:22,10,2,bilibili
290,真相就是你不能知道，不该知道，给你看到也是假象，你永远只能活在新闻联播的世界路，每天做着白日梦，国强了，大部分民弱了，一小部分棺员和家人享福，这就是真相啊,zhangyuevil,2023/12/8 10:02,10,2,bilibili
291,本着人道主义？多少人病危时拿着献血证换不来一升，你搁这人道主义跨省救援？把人都当傻子？烂透了，全是谎话。,清和院宇麦秋凉,2023/12/12 10:40,10,2,bilibili
292,"已经封禁一批人了
不过最初造谣的人怎么不处理",削柴火,2023/12/9 22:59,10,2,bilibili
293,兄弟们，找你们找的好苦呀，就剩这一个独苗视频了,喔太想进部啦,2023/12/7 2:39,10,2,bilibili
294,某杀人犯在法庭澄清谣言：“我没杀人”，法官当庭宣判无罪释放,堂主三三,2023/12/7 11:36,10,2,bilibili
295,坚决维护新闻正义 抨击造谣传谣者,种花家唯一真神,2023/12/10 2:00,10,2,bilibili
296,他们眼睛中的普通人和我们“普通人”都一样是人，就是有点区别！,湖北的年轻人,2023/12/7 20:35,103,2,bilibili
297,自信点，承认的话我们也不会怎么样,平行的交点,2023/12/7 18:57,105,2,bilibili
298,以前只是压热度，不给推荐，这次是直接搜都搜不到了，玩b站这么久，第一次遇到，开了眼了,落榜洪秀全,2023/12/7 1:03,106,2,bilibili
299,被压热度了，刚才刷视频突然想起来这么个事，时间还不久，一点声音都没有了,清酒暖心co,2023/12/11 20:51,11,2,bilibili
300,很难不想到余华的《活着》,无名02200059,2023/12/13 0:03,11,2,bilibili
301,B站已经搜不到了,无敌的本大王,2023/12/6 19:25,11,2,bilibili
302,真牛皮，现在热度都没了,只能说呵呵了,2023/12/12 23:14,11,2,bilibili
303,"2023年底了，每天都在刷新我对离谱的认知下限，
更离谱的是我居然觉得不惊讶",大GAI哥,2023/12/10 12:03,11,2,bilibili
304,五月天也是倒霉被拿来压热度，世间万物皆可为盾又如何，人心散了信任体系崩了再怎么守都没用。,ummug,2023/12/8 14:03,112,2,bilibili
305,黑龙江奥迪哥是工人，这又是工人。我们信还不行嘛！咱们工人有力量，真的太有力量了,赫尔辛基机器猫,2023/12/6 20:52,114,2,bilibili
306,明天将搜不到这个视频,萨播,2023/12/6 19:25,116,2,bilibili
307,既然这是假的，那当事人的行为仅仅是口嗨还是造谣呢,bili_271853211,2023/12/6 20:07,12,2,bilibili
308,评论区真的是颠覆三观，献血是国之大义，奉献国家，奉献社会，行善积德，你不献他不献，难道要我献？？？,爫乛爫乛,2023/12/11 23:58,12,2,bilibili
309,净网行动开始了，之前的视频直接搜不到了，直接此地无银三百两,世界属于三体消灭人类,2023/12/7 3:06,12,2,bilibili
310,每次一有这些事 就扔一个明星出来挡刀,笼子里的老摆信,2023/12/7 7:10,12,2,bilibili
311,现在b站搜al线血就只有3个视频了,o何总o,2023/12/10 11:10,12,2,bilibili
312,信了，再不信可就没好果子吃了,麦虎核桃,2023/12/7 19:00,12,2,bilibili
313,"删也没用，删了我继续发，这个号发不出来我继续用小号发
嗨嗨嗨，又来了奥
本人普普通通老百姓，我相信当自己生病急需用血用钱时，同事和单位能动员全体人员，在充分考虑自身身体素质，家庭关系，社会关系，个人自愿，白天休息的情况下献血；同事能请大城市的师兄/师姐/老师远程帮忙看看病历，指导接下来的治疗；亲戚能在1周内围在病床前根据自身能力，家庭规划内出钱出力；医护、交通等各部门能协调开通绿色通道第一时间直达抢救室。",今天还是阵羽哒,2023/12/8 4:38,12,2,bilibili
314,都删除完了,看你既得利益者的嘴脸,2023/12/6 23:44,12,2,bilibili
315,希望上海普通人遇到意外时，也能得到卫健委的函急救,浦上清枫,2023/12/7 19:10,1293,2,bilibili
316,可以把这个求助电话发出来，大家以后记得打打,橙子君wishes,2023/12/6 19:14,13,2,bilibili
317,别删了，我信还不行吗,春风垂落红旗,2023/12/12 20:41,13,2,bilibili
318,大家宁愿相信这个，却不相信我是秦始皇，都不转我50,冰冰果实爱莎,2023/12/7 22:02,13,2,bilibili
319,限流限的真狠�,雨中謾歩,2023/12/7 22:37,13,2,bilibili
320,"大河报记者以异地急需用血者家属的身份，求助上海市卫健委。工作人员回应，异地用血需要走正常渠道，求助当地的医院，在当地申请。

当记者询问，被上海市卫健委协调救助的车祸女子，之前是否有这样的救助通道？工作人员表示，自己不清楚，会将需求记录下来，会有专人在1至15个工作日内联系记者。",dxxjxpxcx,2023/12/7 12:59,13,2,bilibili
321,公布真实情况是最好的防止谣言传播的方法。,小脸通红小手冰凉,2023/12/9 17:31,133,2,bilibili
322,上海市卫健委表示，经核实，网传说法不实，问题是这个不是一般的网传。是当事人自己说的， 如果当事人造谣，什么时候抓起来。,要照顾好自己-,2023/12/6 21:15,134,2,bilibili
323,这么正能量的事应该多传播发扬光大啊,脸色苍白的伙伴,2023/12/8 11:05,137,2,bilibili
324,普通人在外地受伤能接触到航空医疗服务商吗？航空医疗服务商能在边境地区申请临时航线吗？申请效率这么快，能在三天之内完成？,大棋局之感情纠纷,2023/12/7 19:55,139,2,bilibili
325,辟谣的文字游戏看多了以后我一眼就知道意思了,鲁智深拳打沸羊羊,2023/12/8 23:22,14,2,bilibili
326,很多视频都没了，血槽姑能量真是大。那个鲢鱼完全不够看,饭麸果,2023/12/7 19:41,148,2,bilibili
327,这还不是上仙们的亲属，这还仅仅是看得见的土地爷，就已经有这样的威能了,单扌亻主人,2023/12/8 17:41,15,2,bilibili
328,知道为什么五月天一下子被顶那么前面吗,是她影响了我,2023/12/13 18:58,15,2,bilibili
329,"大象新闻:当然是继续带节奏，继续造谣了。
四川观察:你说的对，我也是这么想的。",龙行泰兴,2023/12/8 23:29,15,2,bilibili
330,厉害了，我昨天这视频下的评论已经被删了，活了接近一天,烧勺少哨,2023/12/8 7:56,16,2,bilibili
331,笑拉了,文满为溢我文艺,2023/12/6 19:16,16,2,bilibili
332,真牛逼，视频都不见了！！,上帝给你玩,2023/12/6 19:14,16,2,bilibili
333,大小姐驾到，通通献血！,Last_Battalion,2023/12/8 0:24,16,2,bilibili
334,为什么视频越来越少，这小姑又出来散发能量了,深渊藕,2023/12/6 23:08,16,2,bilibili
335,僧丫就是这样带的节奏吧？老惯犯了,blodeshilking,2023/12/9 0:42,16,2,bilibili
336,我们国家没有放弃一个生命我们人民善良,有概率说反话,2023/12/7 20:38,165,2,bilibili
337,反正就是保护隐私，哪怕组织体面受损。普通人做不到，她做到了。,Milan2012,2023/12/10 0:05,169,2,bilibili
338,现在怎么就搜到这一个视频,趣钓娱,2023/12/6 21:10,17,2,bilibili
339,笑死，别的报道都删了,bili_481377114,2023/12/6 19:17,17,2,bilibili
340,我真不不知道有的人在想什么，如果是假的那这个造谣危害就太大了，竟然不管？如果没什么特殊情况，那说明我们这个医疗保障能力特别厉害，简直是制度优越性，应该当成光辉事迹大力宣传啊？,富土康粗鄙之语辅导班,2023/12/9 14:11,17,2,bilibili
341,我信还不行吗,Hy-佳,2023/12/7 18:48,178,2,bilibili
342,啊  我信还不行吗！,墨竹暄mzx,2023/12/6 19:24,18,2,bilibili
343,不去故事会投稿太可惜了,-秋风辞-,2023/12/7 19:19,18,2,bilibili
344,还真有普通人会信沪✌的，它们傲慢的本质是不会变的几年前的都忘了吗,旧日轮廓,2023/12/6 19:18,19,2,bilibili
345,无相关视频,荒漠活佛,2023/12/6 20:49,19,2,bilibili
346,所以以前的视频去哪了,一猫儿啊一,2023/12/6 23:47,2,2,bilibili
347,热度不能降啊,唯一敏与网子斌,2023/12/14 15:28,2,2,bilibili
348,怎么只有一个了？,莱德至上,2023/12/7 10:53,2,2,bilibili
349,准备补档,不能说话的人们,2023/12/7 0:58,2,2,bilibili
350,想看一下进展，没了,邪王真眼゛,2023/12/6 19:37,2,2,bilibili
351,行了行了我信了,你也想一起起起舞吗,2023/12/7 7:40,2,2,bilibili
352,真牛啊,Arch_Angel,2023/12/8 0:14,2,2,bilibili
353,好，这才是正能量,bili88613746600,2023/12/6 20:44,2,2,bilibili
354,生命长城！阿里精神！对了，有条件来这边医院看看,峡谷野怪保护协会会长,2023/12/15 1:17,2,2,bilibili
355,我还疑惑阿里地区是哪？阿里巴巴？后来才看到好像是西藏的？我为什么没看懂这个事  感觉患者家头关系也不是很硬那种啊�,反方向_循迹,2023/12/6 20:20,2,2,bilibili
356,你说啥就是啥,_-联合国怎么说-_,2023/12/7 15:07,2,2,bilibili
357,幽默⏰,cgujbdtjn,2023/12/10 19:58,2,2,bilibili
358,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧

测试是否被仅自己可见，路过的随便互动一下？",ge2tow,2023/12/7 13:55,2,2,bilibili
359,就是个工艺品联营工厂工人，散了吧，多大点儿屁事,压酥共伤,2023/12/6 20:35,2,2,bilibili
360,开始拿五月天炒作转移注意力,太哈人了,2023/12/7 13:39,2,2,bilibili
361,评论区就是X站特有的错的必不是我,烬裔居士,2023/12/6 20:44,2,2,bilibili
362,那是不是可以算造谣了,2401忏悔切线,2023/12/6 19:19,2,2,bilibili
363,这次真可以说遥遥领先了,瞭望塔一号,2023/12/7 17:49,2,2,bilibili
364,为什么就你能发，真厉害啊,哎咿呀哦吼吼,2023/12/7 22:24,2,2,bilibili
365,我宣布个事，我是秦始皇！,账号已注销,2023/12/6 19:29,2,2,bilibili
366,我是秦始皇，打钱,_小镇错题家_,2023/12/6 21:40,2,2,bilibili
367,1,laobden,2023/12/14 12:30,2,2,bilibili
368,我本科时献过三次血，但现在我不希望我的爱心被用在这种人的身上,EA3148,2023/12/14 13:12,2,2,bilibili
369,我们都信了,野兔子族长,2023/12/9 17:12,2,2,bilibili
370,这是b站能找到的最后一个视频，能量真大,夜和业和叶,2023/12/11 16:42,2,2,bilibili
371,神奇的地方有比神话还科幻的故事,小写的sky,2023/12/9 9:33,2,2,bilibili
372,太美丽了,青玉飘,2023/12/9 10:40,2,2,bilibili
373,多背单词就行了,不知名怪客,2023/12/9 18:03,2,2,bilibili
374,当直言不能被允许就说明一切,fukeall,2023/12/9 5:54,2,2,bilibili
375,放心拖一拖就没了,高恋月,2023/12/13 7:43,2,2,bilibili
376,那可不兴查呐，万一真的有什么问题,County-Down,2023/12/9 0:53,2,2,bilibili
377,别的不说，起码各地的卫健委工作量要增加了，官方说这条路行得通，换言之就是最起码15*24=360人中，起码有一个可以获得同样待遇的救助，这是历史性的进步啊,鸢尾花开丶清茗,2023/12/10 13:22,2,2,bilibili
378,普通人，对，普通人,king-of-hell,2023/12/8 17:44,2,2,bilibili
379,本来是一个彰显优势的好机会，居然发酵到这个地步,这不对那不对,2023/12/8 13:05,2,2,bilibili
380,都没有了,那里不可以那里会坏掉,2023/12/9 23:07,2,2,bilibili
381,难崩,10260366,2023/12/7 20:21,2,2,bilibili
382,很多相关视频都被删了……,勿忘那些年的回忆,2023/12/8 16:23,2,2,bilibili
383,相信权威媒体！,瑞士国师,2023/12/7 18:49,2,2,bilibili
384,下一期故事会没有这个我不看，不要唬我，我可是援藏回来的，对口林芝察隅,相逢头白莫调低,2023/12/9 7:40,2,2,bilibili
385,这个就是真相，大家不要被别有用心的人利用啊,无常之巷,2023/12/8 10:06,2,2,bilibili
386,我也不感不信啊,奈何桥过不去的是过去,2023/12/10 23:53,2,2,bilibili
387,我只能保证我爸妈会凑钱救我，其他的我想都不敢想啊？而且要辟谣不是很简单，让当事人出来接受一下采访。然后感谢一下政府，然后对自己的不实聊天记录感到抱歉之类的就行了。,丁真大开,2023/12/8 18:47,2,2,bilibili
388,不是说请水军是违法行为吗？怎么感觉评论区有人在违法呢？为什么没有得到法律的惩罚？是因为他们有免死金牌吗？,Clark丶Kent,2023/12/11 1:08,2,2,bilibili
389,公主都掉珍珠了还想怎样，眼睛坏了咋们又要倒霉放自己一条生路吧,我的ID真可爱,2023/12/9 9:40,2,2,bilibili
390,如果不是个例，请普及，如果是造谣，请逮捕，少来这么多有的没的，看着使人生厌,伸爪爪公会会长,2023/12/10 1:06,2,2,bilibili
391,如果正常 希望公布流程让每个中国人都能享受这种待遇,笼子里的老摆信,2023/12/10 19:58,2,2,bilibili
392,把群众当傻子你还不如闭嘴，沙雕，单细胞生物,冕蜡嘴鹀,2023/12/7 20:54,2,2,bilibili
393,以后有病，记得打上海的120…,真的不知叫啥好,2023/12/9 7:46,2,2,bilibili
394,腾讯的阴谋。你看阿里股票已经跌到不如拼多多了。,二级烘火吃瓜运动员,2023/12/8 6:33,2,2,bilibili
395,基本上视频都没了还封了一批号，别的不多说,亚楠血疗师尤瑟夫卡,2023/12/8 19:37,2,2,bilibili
396,凤凰网是上海的媒体吧,江月丶何年初照人,2023/12/8 9:17,2,2,bilibili
397,我们人口10几亿，而这种事。。。。,无法直视阳光,2023/12/9 11:48,2,2,bilibili
398,听说一个老鼠生了一头牛，我还不信,盜蹠,2023/12/7 19:05,2,2,bilibili
399,才两天热度就凉了。,20201201新人,2023/12/13 3:35,2,2,bilibili
400,你知道什么叫越描越黑不？,红魔馆的男主人,2023/12/8 13:21,2,2,bilibili
401,越洗越黑，塔西陀陷阱了,清真饺子,2023/12/8 15:20,2,2,bilibili
402,我，秦始皇，打钱，封侯,柔弱的你别闹,2023/12/7 23:54,2,2,bilibili
403,我是秦始皇,Jo2261,2023/12/7 22:09,2,2,bilibili
404,杀戮的欲望正在高涨,好心的古德,2023/12/10 8:43,2,2,bilibili
405,别问了，没有结果的,腾云飞天,2023/12/9 10:13,2,2,bilibili
406,漏洞百出，难以置信,外行看不看热闹,2023/12/8 8:43,2,2,bilibili
407,怎么洗都洗不干净,汝愚村,2023/12/8 22:44,2,2,bilibili
408,热度压的真狠啊,世界太魔幻请毁灭吧,2023/12/13 22:46,2,2,bilibili
409,再问就不礼貌了,与天同行的观察者,2023/12/11 22:08,2,2,bilibili
410,信你们鬼话连篇,噗咚噗咚少年强,2023/12/9 1:01,2,2,bilibili
411,反着听就对了,亮猪,2023/12/8 19:25,2,2,bilibili
412,让粉蛆先献,堡垒之夜高手,2023/12/8 12:52,2,2,bilibili
413,你信吗,咱俩儿,2023/12/7 22:20,2,2,bilibili
414,"找旧收藏，看我动态
（评论已经被仅自己可见）",ge2tow,2023/12/8 8:20,2,2,bilibili
415,要不是我在医院换过血，我就信了,诺克萨斯断头台,2023/12/6 22:13,2,2,bilibili
416,他们要赢了，事情即将结束,堂主三三,2023/12/7 16:58,2,2,bilibili
417,评论区懂完了,天上的桌子,2023/12/7 22:30,2,2,bilibili
418,没热度了,匿名用户_QUANJU,2023/12/12 23:18,2,2,bilibili
419,遥遥领先,Bili_40305067,2023/12/6 23:16,2,2,bilibili
420,看来不止,枫叶飘零秋雨落,2023/12/13 19:07,2,2,bilibili
421,我信了，你们随意,专业劈瓜十年,2023/12/9 20:51,2,2,bilibili
422,既然都不是，那是什么？请有关部门说清,百变顽童,2023/12/10 8:19,2,2,bilibili
423,模模糊糊的往最差里想准没错,标键仙,2023/12/11 21:03,2,2,bilibili
424,幽默闹钟,力蓝,2023/12/11 0:12,2,2,bilibili
425,驴友重生记：一上海驴友在阿里突遇车祸，生命危在旦夕。阿里地区军民三十多人自发献血，西藏上海医疗援藏对口部门向上海市卫健委发函，请求在日喀则的上海援藏医生到阿里进行会诊，上海市卫健委立即进行安排。根据病情，上海援藏医生建议立即转至川大华西医院抢救。华西医院在接到求助后，立即进行了安排。一切万事俱备，病人空运成了唯一难题。驴友的小姑姑得知此事，突想起儿媳妇在物流公司工作，并且负责办理委托承运手续，遂电话询问儿媳如何包机。儿媳得知包机原因后，想起公司有包机恰好当天从阿里运货到成都，便请求领导提供帮助。公司领导当即拍板，先救人，货物改日再运。经抢救，受伤驴友几天后脱离危险，可以回上海继续疗养（后续）。,冬日暖阳27792779,2023/12/9 19:47,2,2,bilibili
426,和上海辟谣一样丁真,wink773,2023/12/11 12:09,2,2,bilibili
427,建议把账号背后的真人信息也公布一下啊？姓什么，是男是女，抓了吗？抓补照片打码发一下啊。,是是是你说的都对-,2023/12/10 5:16,2,2,bilibili
428,这个事反正是伤害了阿里那边的形象 也许别人真的是爱心献血 现在也说不清了,TotoroCC,2023/12/9 10:57,2,2,bilibili
429,把网上的谣言挑出来定向辟谣？,mfbxj,2023/12/10 7:44,2,2,bilibili
430,姑姑到底是个啥？,灭犹战士,2023/12/13 14:13,2,2,bilibili
431,急了急了急了,笑死干饭人,2023/12/9 10:20,2,2,bilibili
432,“谣言”,寂寞救赎001,2023/12/11 14:11,2,2,bilibili
433,不是官媒吗？而且其他视频都没了，那你让人怎么相信？那不就和高校删热搜一样，先降低影响，大事化小小事化了。。。你让人怎么相信。。,为了原石被迫营业,2023/12/6 19:50,20,2,bilibili
434,热度全没了，都去关注五月天了…..完了,Error1945,2023/12/7 7:54,20,2,bilibili
435,这个舆论是严格管控的，居然发的出来,帅帅的Okami,2023/12/6 19:16,20,2,bilibili
436,啥单位领导一次性给120w亲戚一分不给，你在家里多招狠呀不过在单位人缘是真的好，领导就像你亲爹,秒手谷剩下,2023/12/7 5:14,20,2,bilibili
437,没别的说的，希望每个去西藏玩的都有这种待遇,是加林啊,2023/12/11 7:31,20,2,bilibili
438,目前我们对奔驰女子的身份，核子老师身份，仍然一无所知,凌小澜,2023/12/8 23:10,208,2,bilibili
