,Title,Content,time,Location,ID,platform
如果几十万加沙地带的人们有其他方法可以体面地活下去，谁又愿意在暗无天日的地道里勉强求生呢？但如今发生在加沙地带的一切，却是所有巴勒斯坦人不得不面对的悲惨现实。
（加沙地道中的外卖）
曾经有一位巴勒斯坦男孩在媒体的镜头前悲戚地说道：“所有在加沙的孩子都注定长不大。”这句话的背后充满了辛酸与无奈。
不过，目前以色列和西方国家的虚伪面孔已经因为他们在冲突中的表现逐渐暴露在了世人的面前。当西方集团的影响力逐渐衰落的时候，加沙地带的民众或许就能过上正常的生活了。
相信在新的时代背景之下，住在加沙地带的数百万巴勒斯坦人终将能够看见希望的曙光。时间也对今天在加沙地带所发生的一切基于最为公正和客观的评价。
参考文献：
1.战争磨炼加沙人生存技能 新华社
2.加沙地带的生命线——地道 新华社
3.以军轰炸地道切断加沙生命线 新京报
4.Gaza's Tunnels, Now Used to Attack Israel, Began as Economic Lifelines",2023/11/27 17:36,河南,1,wangyi
18,加沙边境惨案！以军向试图返回加沙北部的民众开枪，已致7人受伤,"前言
在加沙地带，停火的表面下涌动着无尽的不安，就在人们以为冲突走向平静之际，一场深夜的事件再次点燃了整个地区的烽火。报道揭示了停火协议刚刚生效，以色列军队竟对试图返回北部加沙地带的巴勒斯坦民众开火的情景。7名巴勒斯坦人身负伤痛，而这并非和平的交替，而是血色的延续。
“临时停火”是一个虚幻的词汇。
尽管各方为实现这个目标付出了努力，但这个深夜的事件再次证明，现实往往残酷而扑朔。以色列军队的射击行为激起了人们对于停火协议实际执行的怀疑，也凸显了在这片被战火摧残的土地上，要实现真正的和平需要更多的努力。这不只是一场对巴勒斯坦人的冷漠射击，更是对整个停火努力的冷嘲热讽。
这起事件无疑将社会和政治的复杂纠葛推向了聚光灯下。停火看似是政治协商的结果，但实际上却是一场社会和政治交汇的狭缝。这场血腥的事件让人们重新审视这个地区，深深揭示了背后潜在的社会与政治紧张，以及一场持续战争的阴影。
停火的可行性：理想与现实的考验
停火的概念总是美好的，然而，理想的和平在实际执行中却充满了曲折。这场事件引发了人们对停火协议的可行性的质疑。究竟是不是每一场停火都只是短暂的平静，而暴风雨之后仍会有更加猛烈的冲突？这场深夜的射击事件让人们对于和平的幻想再度碎裂，也让对于持久和解的信仰动摇。
尽管某些时刻可能会给人以安宁的错觉，但这场事件无疑是一个惊人的提醒——冲突并未真正结束。即便表面上看起来风平浪静，实际上，冷枪仍在夜空中响彻，不安宁仍在这片土地上徘徊。这或许只是冲突的休息，而非和平的到来。
政治棋局中的和平谋略。
停火协议在政治的棋局中扮演了一种权谋的角色。在各方的博弈中，和平往往成为政治智慧的象征。然而，深夜的事件再次揭示了和平在权谋中的脆弱性，政治的悬念使得和平的未来更加扑朔迷离。
对于这场深夜的冷枪事件，世界似乎显得冷漠。远离战火的地方仿佛忘却了那片遥远的土地上，人们仍在为生存而奋战。这种冷漠背后隐藏着对于世界和平的深深担忧，对于这个地区的忽视或许正是问题的根源。
未来的迷途：和平的道路
停火协议的实现并非终点，而是通向和平的一条途径。然而，这个途径充满了未知数，未来在迷途中徘徊。这场深夜的事件让我们思考，未来的道路将何去何从，和平是否真的是唯一的归途？
纠结的结局：和平的边缘
在深夜的冷枪声中，和平的结局变得更加纠结。停火是一场过程，而不是最终的结果。和平或许永远在冲突的边缘徘徊，纠结在矛盾的交汇处。这个结局是开启新篇章的开始，还是历史的继续，或许只能由时间来揭晓。
这片土地上的每一滴血都在述说着一个不断纠结的故事，而和平，或许只是这个故事中的一个标点。而争议，将一直陪伴着这个故事，伴随着每一次的决断，直至故事的最后一页。",2023/11/28 1:31,广东,1,wangyi
19,世界紧盯加沙停火能否延续,"●本报驻埃及特派记者 黄培昭●本报特约记者 陶短房 甄翔 柳玉鹏
以色列和巴勒斯坦伊斯兰抵抗运动（哈马斯）在加沙地带为期4天的停火协议，将于当地时间28日上午结束。27日，停火协议已进入结束前的最后24小时。哈马斯此前发表声明称，寻求延长临时停火协议。不过，以色列总理内塔尼亚胡仅同意哈马斯释放人质每增加10人，停火就延长一天。他还说，只要停火结束，以方就会“重新全力以赴实施消灭哈马斯的目标”。在停火协议结束后，以色列和哈马斯究竟是会继续停火，还是恢复开战？巴以局势又将迎来新的关键节点。在这一紧急时刻，国际社会呼吁双方延长停火的呼声不断。中国外交部27日宣布，中国作为联合国安理会本月轮值主席国，将于11月29日举行安理会巴以问题高级别会议，中共中央政治局委员、外交部长王毅将赴纽约主持安理会会议。外交部发言人汪文斌当天在记者会上表示，通向和平的步子再小也值得积极鼓励，保护平民的困难再大也应当努力克服。
停火协议进入最后一天
“加沙停火协议进入最后一天，各方努力延长停火期限。”卡塔尔半岛电视台27日在网站首页的大标题这样写道。报道称，以色列和哈马斯26日完成了第三批被拘押人员的互换工作，同时国际社会纷纷呼吁尽可能延长即将到期的临时停火协议。哈马斯释放了13名以色列人、1名俄罗斯人和3名泰国人，以色列随后释放了39名被拘押的巴勒斯坦“囚犯”，全部是儿童。
据法新社27日统计，截至当天，以色列和哈马斯共进行了3批拘押人员的交换，以方共释放了117名巴勒斯坦在押人员，哈马斯释放了63名人质。报道称，当地时间27日凌晨，以色列称已收到哈马斯提交的最新一批被拘押人员交换名单，但双方就这一名单产生了分歧。半岛电视台当天引述消息人士的话称，双方对名单中的几个人和释放的人数有争议，目前正在谈判。
更令世界关注的是，随着停火进入最后一天，这一停火协议能否继续延长。美国有线电视新闻网（CNN）称，哈马斯和以色列双方均对延长停火表达出兴趣。当地时间26日晚间，哈马斯发表声明，称正寻求在4天停火期结束后延长临时停火协议，将“通过努力使以色列方面释放更多巴勒斯坦被扣押人员”。对此，CNN援引以色列消息人士的话称，以色列内阁已于26日晚间召开会议，讨论延长停火协议的可能性。该消息人士称，停火延期条件与协议最初的规定保持不变。
27日，以色列政府发言人利维表示，以方已给哈马斯“延长停火协议的选择”，在未来几天释放其余人质。以色列总理内塔尼亚胡前一天同美国总统拜登通电话时也再次表示，哈马斯释放人质每增加10人，停火就将延长一天。
不过，许多中东媒体担忧，以色列现在的暂时停火，可能完全是为了人质。在其目的达到后，以色列很可能恢复对加沙的军事打击，甚至可能变本加厉。据《以色列时报》报道，内塔尼亚胡26日前往加沙地带北部视察以军，这是新一轮巴以冲突爆发以来内塔尼亚胡首次前往加沙地带视察以军。内塔尼亚胡在视察时称：“对这场战争，我们有3个目标：除掉哈马斯、让我们的所有人质回来以及确保加沙不再对以色列构成任何威胁。”他说，“我们将坚持到底，直到胜利……我们将实现战争中的所有目标。”
此外，停火能否延续也面临一些具体问题。作为以色列与哈马斯停火协议调停人的卡塔尔首相兼外交大臣穆罕默德26日接受英国《金融时报》采访时表示，可能还有40多名人质被加沙地带的其他巴勒斯坦武装组织扣押。他说，“哈马斯必须找到并释放这些人，停火才可能延长。”他同时担忧地称，“从我们的角度来看，我们希望看到这场战争完全停止，并找出解决以色列安全担忧的方案，但到目前为止，以方唯一愿意就任何延续停火进行谈判的条件，只与人质有关。”
中方推动停火止战最新举措
以色列和哈马斯是否能延续停火尚不确定，国际社会对延长停火的呼声不断。27日，众多国际媒体纷纷报道王毅将于29日赴纽约主持联合国安理会巴以问题高级别会议的消息。法新社称，这是中国落实国家主席习近平日前在金砖国家领导人巴以问题特别视频峰会上关于“尽快召开更具权威性的国际和会”呼吁的一个举措。
中国外交部发言人汪文斌27日表示，作为安理会本月轮值主席国，中国希望通过举行安理会巴以问题高级别会议，推动各方深入交流，凝聚共识，为缓解加沙地区人道主义危机，实现停火止战，保护平民，最终通过“两国方案”推动巴勒斯坦问题全面、公正、持久解决进一步采取切实行动，作出应有的贡献。
“国际社会敦促以色列和哈马斯延续停火的呼声越来越高，”路透社27日称，随着加沙停火协议即将结束，国际社会对以色列和哈马斯施加越来越大的压力。卡塔尔外交部发言人表示，希望停火时间延长，从而能够“更严肃地讨论”释放其余人质问题，同时确保援助物资能顺利进入加沙地带。卡塔尔首相兼外交大臣穆罕默德警告称，以色列宣称的从加沙地带铲除哈马斯的目标是“不现实的”，“这场战争的持续不会摧毁哈马斯，只会助推极端主义和激进言论。我们需要一个政治解决方案，确保巴勒斯坦人民和以色列人民的安全”。
在西方，美国总统拜登当地时间26日发表讲话称，停火协议带来了“拯救生命”的成果，他将致力于延长停火协议。他称，“这项协议是可以延续的……我们的目标是让停火持续到明天以后，让更多人质获释，并向加沙需要帮助的人提供更多人道主义援助。”欧盟外交与安全政策高级代表博雷利27日称，加沙地带的临时停火协议是“重要的第一步”。他呼吁，这一停火协议“必须被延长”，且成为“持久的”停火协议，以便“寻求政治解决方案，打破暴力循环”。
“这场冲突不可能在军事上解决”
美国有线电视新闻网（CNN）27日称，从短期来看，以色列和哈马斯都有理由延续停火协议。以色列总理内塔尼亚胡一直受到来自人质家属的压力，随着更多人质被释放，他的压力会得到一定程度的缓解。报道称，现在的问题是，促成该协议的利益交换将持续多久？随着停火协议即将结束，战争随时可能再次爆发，巴以局势“将变得更加棘手和代价昂贵”。
美国“政治新闻网”称，随着以色列和哈马斯释放更多人质，脆弱的加沙停火似乎得以维持。而且在巴以新一轮大规模冲突爆发后，拜登的民调支持率持续下滑，这促使他不断施压要求以色列延长停火。但与此同时，内塔尼亚胡在国内受到极右翼盟友的猛烈抨击，认为任何停火都是“给哈马斯扩大战斗争取时间”。在美国，共和党也激烈反对延长停火。美国前总统国家安全事务助理博尔顿声称，停火协议是哈马斯“对以色列和美国实施的心理战，试图分散以色列对消灭哈马斯的注意力”。
法新社称，国际社会越来越不愿看到加沙继续陷入人道主义危机。报道引述专家的话称，时间对以色列不利。实际上，以军在此前对加沙数十天的轰炸和袭击中没有解救出一名人质。与此同时，以方又不想因为停火而丧失军事上的进攻态势。一名以色列军官担忧称，停火时间越长，哈马斯就会有更多时间“重新积累实力”。该军官直言，以色列正面临“可怕的困境”。报道还称，作为以色列最关键支持方的拜登政府明年将迎来总统大选，不可能继续支持以色列对加沙发动好几个月没完没了的战争，所以拜登政府会想办法“下坡”。报道称，“无论如何，这场冲突不可能在军事上解决，赢不了”。▲",2023/11/28 7:02,北京,1,wangyi
20,加沙停火协议延长两天！,"据央视新闻报道，11月27日是以色列与巴勒斯坦伊斯兰抵抗运动（哈马斯）达成临时停火协议生效的第四天。当天，双方同意将临时停火协议延长两天。
卡塔尔外交部发言人安萨里27日宣布，哈马斯和以色列同意将之前达成的临时停火协议延长两天。
另据半岛电视台援引哈马斯方面的表态称，加沙地带临时停火协议已确认将延长两天，停火条件与之前的相同。
综合以色列《国土报》及半岛电视台27日消息，以色列方面已有官员证实临时停火协议将延长两天，未来两天每天将有10名以色列被扣押人员获释。
据以色列军队电台当地时间11月28日凌晨援引以色列总理办公室消息源报道，以色列已收到巴勒斯坦伊斯兰抵抗运动（哈马斯）计划释放的新一批以色列被扣押人员名单，以方正在对其进行核查，信息已转达给相关人员家属。
另据《耶路撒冷邮报》援引美媒报道，名单上有10人，但以色列总理办公室尚未对此作出回应。
当地时间11月24日上午7时（北京时间13时），哈马斯和以色列在加沙地带的停火协议正式生效，停火为期4天。
据阿拉比亚电视台当地时间27日晚报道，红十字国际委员会已开始接收第四批被哈马斯扣押的以色列人。
以色列国防军当晚发表声明称，在特种部队和空军的护送下，加沙地带临时停火期间第四批获释的以方人员已抵达以色列。本次共有11名以色列人获释，其中包括9名儿童、2名妇女。根据卡塔尔外交部发言人的消息，这11名以色列人中3人拥有法国国籍、2人拥有德国国籍、6人拥有阿根廷国籍。
此外，阿拉比亚电视台当晚报道称，红十字国际委员会工作组已抵达位于约旦河西岸的以色列奥弗监狱，接收第四批获释的巴勒斯坦人，本次将有33名巴勒斯坦人被释放。
哈马斯27日再释放11名人质。图为哈马斯武装分子将几名人质交给国
当地时间27日，联合国秘书长古特雷斯在回答记者提问时表示，以色列和哈马斯同意将临时停火协议延长两天，为加沙局势带来了“一丝希望”。
他希望这两天的停火可以让更多人道主义物资进入加沙地带。但他也强调，即便有两天停火，人道援助也无法满足加沙人民的需求。
据央视新闻报道，加沙地带27日整体局势较为平静。但据巴勒斯坦通讯社报道，26日在加沙地带中部，有巴勒斯坦人遭到以军袭击。同时，从26日至27日，以军继续袭击约旦河西岸多地，并与巴勒斯坦人发生冲突。
巴勒斯坦通讯社援引巴勒斯坦红新月会的消息报道说，26日，在加沙地带中部的迈加齐难民营附近，部分巴勒斯坦民众遭到以军袭击，导致1人死亡，1人受伤。目前以色列军方暂未就这一事件作出回应。
在约旦河西岸，当地时间27日凌晨，以军进入希伯伦北部的阿鲁卜难民营，逮捕了一名巴勒斯坦青年。此前在26日，以军在该难民营与巴勒斯坦人发生冲突，以军使用了实弹、眩晕手榴弹和催泪瓦斯。26日，以军还闯入拉姆安拉以北的贾拉尊难民营，逮捕了一名当地人。同一天，在杰宁附近一处军事检查站，以军在检查当地民众车辆时与其发生冲突，并发射了催泪瓦斯。
据《以色列时报》当地时间11月28日凌晨报道，以色列政府当天批准了一项总额超过300亿新谢克尔（约合81亿美元）的预算调整案。
以色列财政部长比撒列·斯莫特里赫此前表示，该调整案将2023年度以色列剩余的国家预算优先用于战事需求，约170亿新谢克尔将用于国防军事需求，135亿新谢克尔将用于战时民用需求。
来源丨综合",2023/11/28 12:52,广东,1,wangyi
21,加沙地带多个地标建筑被摧毁,"来源：央视新闻客户端
据半岛电视台当地时间11月28日报道，自10月7日巴以冲突爆发以来，加沙地带多个地标建筑，包括文化和教育中心被以军袭击摧毁。其中包括拉沙德·沙瓦文化中心、伊斯兰大学等。（总台记者 张卓雅）",2023/11/28 17:35,北京,1,wangyi
22,加沙停火延长两天,"巴勒斯坦伊斯兰抵抗运动（哈马斯）和以色列分别于27日和28日凌晨释放第四批被扣押人员。卡塔尔外交部27日说，哈马斯和以色列已同意将加沙地带人道主义停火协议延长两天。哈马斯同日发表声明，证实这一说法。包括联合国在内的国际社会欢迎停火延长，但联合国秘书长安东尼奥·古特雷斯说，鉴于加沙地带人道主义危机严重，停火仅延长两天无法满足当地民众需求。
卡塔尔外交部发言人27日在社交媒体上说，一项旨在“将加沙地带人道主义停火延长两天”的协议已达成。哈马斯同日发表声明说，已同埃及和卡塔尔达成协议，将加沙地带停火期限延长两天。
以色列和哈马斯达成的临时停火协议24日7时生效，为期四天。
以色列军方27日晚发表声明说，已接收巴勒斯坦伊斯兰抵抗运动（哈马斯）释放的第四批被扣押人员。声明说，被释放的11名以色列人当晚经由红十字国际委员会被移交给以色列国防军。他们将在军方陪同下接受初步情况评估，直到与家人团聚。
以色列军队电台28日援引以色列总理办公室消息报道，基于延长的停火协议，以色列政府收到哈马斯将于28日释放的被扣押人员名单。美国阿克西奥斯新闻网站报道，这份名单包括10名被扣押人员。
就停火延长，古特雷斯表示，这如同在“战争的黑暗中”让加沙地带“一瞥希望与人性”，但由于这一地区人道主义危机不断加剧，两天无法满足加沙民众需求。“我强烈希望（停火延长）能使我们向加沙地带遭受痛苦的民众提供更多人道主义援助。”古特雷斯说。
据新华社",2023/11/29 0:22,北京,1,wangyi
23,加沙城内的铁饭碗,"加沙城一个四口之家，如果都在“联合国近东巴勒斯坦难民署”登记为难民，那么月收入就是4000美元，折合人民币2.86万，年收入34万还没有所得税，他们的孩子也是天生的难民，世袭这个身份意味着一笔稳定的收入，所以难民身份其实是铁饭碗“编制”，挣钱嘛不丢人。
如何永远抱紧这个铁饭碗呢？那就是拒绝任何建国方案，拒绝任何“按劳分配”的经济制度，想方设法博得外界的“同情”并持续打赏，最主要的方法就是和以色列打斗，同时培养一个业务精湛的宣传部门。",2023/11/29 0:59,上海,1,wangyi
24,“星链将用于加沙地带”,"据路透社11月27日报道，以色列27日接待了埃隆·马斯克，称已原则上同意加沙地带使用马斯克的太空探究技术公司的“星链”卫星互联网通信。
报道称，以色列总统伊萨克·赫尔佐格已安排27日下午会见马斯克。赫尔佐格的办公室说，被哈马斯扣押的以色列人亲属将参加他们的会面。
以色列总理内塔尼亚胡的办公室表示，内塔尼亚胡也定于27日会见马斯克，讨论人工智能的安全问题。他们还将举行在线讨论直播。
报道称，马斯克在10月份提议用“星链”卫星互联网支持在遭受停电的加沙地带与“国际公认的援助组织”保持通信联系。
当时，以色列通信部长什洛莫·卡尔希表示反对，称“哈马斯会利用它来进行恐惧活动”。
报道称，卡尔希27日表示，以色列和马斯克已原则上达成协议，“‘星链’卫星设备只能在以色列通信部批准的情况下在以色列运行，包括加沙地带”。
卡尔希在社交媒体平台X上表示，他希望马斯克此次以色列之行“将成为通向未来事业的跳板”。",2023/11/29 4:45,广东,1,wangyi
25,加沙：排队加油,11月28日，在加沙地带南部城市汗尤尼斯一加油站，人们排队等待补充燃料。 以色列政府与巴勒斯坦伊斯兰抵抗运动（哈马斯）达成的停火协议24日正式生效。停火期间，以方允许加沙地带每天接收13万升燃油，但这与该地区超过100万升燃油日需求量相比，可谓杯水车薪。 新华社发（亚西尔·库迪摄）,2023/11/29 10:42,北京,1,wangyi
26,以色列国防军继续警告加沙民众不要前往加沙地带北部,"来源：央视新闻客户端
当地时间29日，以色列国防军在社交媒体发文，继续警告加沙地带的巴勒斯坦人不要前往加沙地带北部地区。以军在文中称，“不要试图前往加沙地带北部，目前那里是战区。”（总台记者 魏然）",2023/11/29 18:03,北京,1,wangyi
27,加沙医院多名婴儿死在病床上,"图源：环球网军事
近日，一名记者在重返加沙医院时，发现多名婴儿死在病床上，这一场景令人痛心疾首。这些婴儿的离世，让人们再次关注到战争背后的人道主义危机。
据了解，以色列军队在冲突期间曾要求医护人员在撤离时留下婴儿。这一要求在表面上看似是为了保护婴儿，但实际上却在现实中导致了更多的悲剧。这让人们不禁质疑，在战争和人道之间，该如何取舍？
加沙地区的冲突源于以色列和巴勒斯坦之间的土地争端。长期的土地争夺使得民众生活在水深火热之中，医疗资源严重不足。冲突导致了加沙地区人道主义危机的加剧。医疗设施受损，民众生活困苦，基本物资短缺。在这样的环境下，无辜的平民，尤其是婴幼儿，成为了冲突的牺牲品。
无论是在战争还是和平时期，尊重生命都是最基本的人道原则。冲突双方应尽最大努力保护无辜平民的生命安全，尤其是妇女和儿童。冲突双方应严格遵守国际人道主义法，避免攻击医疗机构、医护人员和民用设施。
结语：加沙婴儿之殇再次警示我们，战争对于平民的摧残是巨大的。在这个世界，仍有无数无辜的平民在战火中挣扎求生。让我们共同努力，呼吁和平、反对战争，为这些人带去希望和光明。在此，我们向所有为和平付出的英勇医护工作者和志愿者致敬，他们是在战火中守护生命的天使。",2023/11/29 20:22,河北,1,wangyi
28,西媒见闻：休战期间的加沙人,"参考消息网11月29日报道 据西班牙《国家报》网站11月25日报道，加沙人民利用休战开始的机会寻找食物，并试图查明他们的亲人是否还活着。加沙地带南部的居民卡里姆在接受采访时表示：“近50天来，我们第一次享受到自由的气息。”
报道称，11月24日是哈马斯和以色列休战四天的第一天，爆炸和枪声暂时消失了。卡里姆在电话中描述的场景是，成千上万的人在确保不会被轰炸的情况下走上街头。“他们走起路来就像雏鸟在毫无畏惧地学飞。许多人首先想到的是探望或确认家人和朋友的状况，这也是我一天开始时做的第一件事。”卡里姆是一名非政府组织雇员，出于安全原因，他不愿公布自己的详细资料。
自10月7日冲突开始升级至今已有49天。卡里姆说，从那时起，加沙人，尤其是儿童经历了“无法形容的时刻，听到的都是炸弹声、枪声，没有人感到安全”。
他还说：“我们都以为自己可能成为下一个目标，而今天我们正在享受这一刻，为暂时的停战感到高兴。任何事情对我们来说都是享受，哪怕只是去商店买点东西，尽管几乎什么都不剩了。”
报道指出，根据哈马斯地方当局提供的数字，在这块面积仅有365平方公里的巴勒斯坦领土上，挤着230万人口，其中有14800多人死于以色列的袭击，无法享受战争中的片刻平静。（编译/刘丽菲）",2023/11/29 20:37,北京,1,wangyi
29,以色列继续清理加沙地带,"2023年10月27日晚上，以色列国防军对加沙地带发动大规模地面攻势，以色列总理内塔尼亚胡宣布以色列—哈马斯战争进入第二阶段，目的是消灭哈马斯并救出人质
10月
10月27日晚，以色列国防军对加沙地带的拜特哈农和布雷杰镇发动大规模地面攻击。。 10月28日，以色列表示，前一晚部署在加沙地带的部队仍在加沙附近。以色列国防军宣布正在加沙地带“扩大地面行动”。以色列总理本杰明·内塔尼亚胡表示“战争的第二阶段已经开始”，以色列军方再次呼吁加沙居民撤离北部。
以色列国防军三轴推进，同时空袭和炮击强度加大。10月29日，以色列士兵占领了加沙地带的一座小镇，并在镇上升起了以色列国旗。
10月30日，以色列国防军封锁了萨拉丁大道，该路是连接加沙地带北部和南部的主要通道。此外，在加沙市附近还发现了以色列坦克。一名当地居民告诉法新社，以色列人“切断了萨拉赫丁大道，并向任何试图沿该公路行驶的车辆开火”。一段视频显示，一辆以色列坦克向一辆试图掉头的出租车开火，该出租车车顶插着白旗。以色列军方发言人表示：“以色列国防军没有收到任何证据证明这是一辆民用汽车，也没有关于车内人员的信息。” 当天，在辛贝特和摩萨德的协助下，一名被绑架的以色列国防军列兵在以色列国防军领导的一次行动中被释放。10月30日，伊宰·丁·卡桑烈士旅和民族抵抗旅在加沙西北部与以色列军队交战。与此同时，民族抵抗旅还用重型迫击炮弹轰炸了以色列车辆。
11月
11月1日，以色列国防军称有16名士兵死亡，其中15人在加沙境内丧生，1人在巴勒斯坦领土境外丧生。11月2日，以色列国防军全面包围加沙城。
11月5日，以色列国防军报告称，在加沙地带的战斗中，有29名士兵死亡，一名士兵重伤。
11月11日，拜特哈嫩附近的一条隧道内发生爆炸，造成包括一名少校在内的四名以色列国防军军官死亡，另有四人受伤。所有伤亡人员均来自第697预备役旅第551 营的火箭。",2023/11/30 11:18,广东,1,wangyi
30,停火中的加沙城,这是11月29日拍摄的停火中的加沙城一角。 卡塔尔外交部27日说，哈马斯和以色列已同意将加沙地带人道主义停火协议延长两天。 新华社发（穆罕默德·阿里摄）,2023/11/30 12:17,北京,1,wangyi
31,加沙地带临时停火再次延长,"据@CCTV国际时讯 微博，11月30日，哈马斯发表声明表示，临时停火将延长一天。
此前，以色列国防军刚刚通过社交媒体表示，“由于斡旋方在释放被扣押人员上的努力，以色列与巴勒斯坦伊斯兰抵抗运动（哈马斯）之间的临时停火将继续延长。”目前双方的临时停火已持续了六天，已完成六批被扣押人员交换。对以军这一表态，目前哈马斯方面暂无正式回应。按照双方此前的协议，加沙地带临时停火应于当地时间今天（30日）早上7点（北京时间下午1点）到期。",2023/11/30 13:27,上海,1,wangyi
32,以色列军队：加沙战争停火暂时延长,"以色列与伊斯兰哈马斯之间加沙战争的停火将延长。这是以色列军方在截止日期前宣布的。这可以换回更多被绑架到加沙地带的人质，并允许更多的人道主义援助进入该地区。
以色列军方：“鉴于调解人的努力以及继续营救人质的进程，根据协议条款，军事行动暂停将继续。”
根据哈马斯的说法，停火将延长一天。该恐怖组织表示，它是连续第七天申请。以色列尚未提供任何关于延期期限的信息。此前以色列军队曾表示，加沙战争的目标不会改变--消灭哈马斯恐怖组织，最多停火10天。
